row_id,source_id,text,label,polarity,language,group_id,template_id,tag
35,428,Die Stadt Dresden liegt am Rhein.,0,0,de,die stadt dresden liegt,native.de,geography
36,1312,Götz George wurde 1938 in München geboren.,0,0,de,götz george wurde 1938,native.de,entertainment
37,157,Die Stadt Kassel liegt im Bundesland Hessen.,1,0,de,die stadt kassel liegt,native.de,geography
38,492,Der Main mündet in den Rhein.,1,0,de,der main mündet in,native.de,geography
39,693,Schmetterling ist eine Disziplin im Boxen.,0,0,de,schmetterling ist eine disziplin,native.de,sports
40,28,Das Wattenmeer liegt an der deutschen Nordseeküste.,1,0,de,das wattenmeer liegt an,native.de,geography
41,1109,Will Eisner erhielt 1998 den Max-und-Moritz-Preis für sein Lebenswerk.,1,0,de,will eisner erhielt 1998,native.de,entertainment
42,1237,Ralph Ruthe wurde 1972 in Bielefeld geboren.,1,0,de,ralph ruthe wurde 1972,native.de,entertainment
43,18,Die Elbe fließt durch Hamburg.,1,0,de,die elbe fließt durch,native.de,geography
44,630,Beim Weitsprung springt man in eine Sandgrube.,1,0,de,beim weitsprung springt man,native.de,sports
45,520,Die UEFA ist der europäische Fußballverband.,1,0,de,die uefa ist der,native.de,sports
46,362,Der Langenberg ist etwa 1543 Meter hoch.,0,0,de,der langenberg ist etwa,native.de,geography
47,290,Die Weser mündet in das Schwarze Meer.,0,0,de,die weser mündet in,native.de,geography
48,1549,Erich Honecker stand von 1971 bis 1989 an der Spitze der DDR.,1,0,de,erich honecker stand von,native.de,history_news
49,1338,Die Band Rammstein wurde 1994 in Berlin gegründet.,1,0,de,die band rammstein wurde,native.de,entertainment
50,1546,Die Novemberpogrome gegen die jüdische Bevölkerung fanden 1938 statt.,1,0,de,die novemberpogrome gegen die,native.de,history_news
51,1545,Der Flughafen Frankfurt ist der verkehrsreichste Flughafen Deutschlands.,1,0,de,der flughafen frankfurt ist,native.de,history_news
52,77,Die Landeshauptstadt von Saarland ist Saarbrücken.,1,0,de,die landeshauptstadt von saarland,native.de,geography
53,579,Der FC Schalke 04 kommt aus Stuttgart.,0,0,de,der fc schalke 04,native.de,sports
54,280,Die Stadt Würzburg liegt im Bundesland Bayern.,1,0,de,die stadt würzburg liegt,native.de,geography
55,934,Bogenschießen ist eine olympische Sportart.,1,0,de,bogenschießen ist eine olympische,native.de,sports
56,476,Die Weser entsteht in Hann. Münden aus Werra und Fulda.,1,0,de,die weser entsteht in,native.de,geography
57,1133,Fatih Akin gewann 2018 den Oscar für 'Aus dem Nichts'.,0,0,de,fatih akin gewann 2018,native.de,entertainment
58,1367,Wim Wenders führte bei 'Das Boot' Regie.,0,0,de,wim wenders führte bei,native.de,entertainment
59,815,Die Abfahrt ist eine Disziplin im Skisport.,1,0,de,die abfahrt ist eine,native.de,sports
60,841,Mountainbiking ist eine olympische Sportart.,1,0,de,mountainbiking ist eine olympische,native.de,sports
61,1519,Adolf Hitler starb 1945 bei einem Fliegerangriff auf München.,0,0,de,adolf hitler starb 1945,native.de,history_news
62,1913,Helmut Schmidt regierte als Bundeskanzler von 1982 bis 1990.,0,0,de,helmut schmidt regierte als,native.de,history_news
63,967,Judo stammt aus Brasilien.,0,0,de,judo stammt aus brasilien,native.de,sports
64,48,Die Stadt Lübeck liegt an der Nordsee.,0,0,de,die stadt lübeck liegt,native.de,geography
65,794,Die Handball-Bundesliga gibt es nur in Brasilien.,0,1,de,die handball bundesliga gibt,native.de,sports
66,917,Judo stammt aus Japan.,1,0,de,judo stammt aus japan,native.de,sports
67,683,Die 4-mal-100-Meter-Staffel besteht aus zehn Läufern.,0,0,de,die 4 mal 100,native.de,sports
68,507,Deutschland wurde viermal Fußballweltmeister.,1,0,de,deutschland wurde viermal fußballweltmeister,native.de,sports
69,354,Die Stadt Pforzheim liegt im Bundesland Bayern.,0,0,de,die stadt pforzheim liegt,native.de,geography
70,277,Die Stadt Marburg liegt im Bundesland Hessen.,1,0,de,die stadt marburg liegt,native.de,geography
71,971,Beim Golf schlägt man den Ball in ein Tor.,0,0,de,beim golf schlägt man,native.de,sports
72,1620,"Der Bundestag beschloss 1991, den Regierungssitz dauerhaft in Bonn zu belassen.",0,0,de,der bundestag beschloss 1991,native.de,history_news
73,1594,Die Schlacht von Stalingrad endete 1943 mit einem deutschen Sieg.,0,0,de,die schlacht von stalingrad,native.de,history_news
74,334,Die Stadt Emden liegt an der Nordsee.,1,0,de,die stadt emden liegt,native.de,geography
75,1413,Manfred Schmidt erschuf die Comicfigur Werner.,0,0,de,manfred schmidt erschuf die,native.de,entertainment
76,136,Die Leine fließt durch Düsseldorf.,0,0,de,die leine fließt durch,native.de,geography
77,183,Die Stadt München liegt direkt am Meer.,0,0,de,die stadt münchen liegt,native.de,geography
78,1760,Im Bundesrat sind die 16 Bundesländer vertreten.,1,0,de,im bundesrat sind die,native.de,history_news
79,1365,Uli Stein starb im Jahr 2011.,0,0,de,uli stein starb im,native.de,entertainment
80,1070,Der Song 'Wind of Change' von Scorpions erschien 1990.,1,0,de,der song wind of,native.de,entertainment
81,108,Die Elbe fließt durch Würzburg.,0,0,de,die elbe fließt durch,native.de,geography
82,391,Die Stadt Lübeck liegt an der Ostsee.,1,0,de,die stadt lübeck liegt,native.de,geography
83,1825,Volkswagen hat seinen Hauptsitz in der Stadt Dresden.,0,0,de,volkswagen hat seinen hauptsitz,native.de,history_news
84,1111,Walter Moers schrieb die Romanreihe 'Zamonien'.,1,0,de,walter moers schrieb die,native.de,entertainment
85,263,Der Dollberg liegt im Bundesland Berlin.,0,0,de,der dollberg liegt im,native.de,geography
86,1659,Die Landeshauptstadt von Baden-Württemberg ist Karlsruhe.,0,0,de,die landeshauptstadt von baden,native.de,history_news
87,261,Sachsen grenzt an Tschechien und Polen.,1,0,de,sachsen grenzt an tschechien,native.de,geography
88,488,Die Insel Wangerooge liegt in der Ostsee.,0,0,de,die insel wangerooge liegt,native.de,geography
89,304,Die Insel Fehmarn liegt in der Nordsee.,0,0,de,die insel fehmarn liegt,native.de,geography
90,54,Der Rhein fließt durch Düsseldorf.,1,0,de,der rhein fließt durch,native.de,geography
91,718,Beim Basketball hat eine Mannschaft fünf Spieler auf dem Feld.,1,0,de,beim basketball hat eine,native.de,sports
92,149,Der Große Arber liegt im Bundesland Sachsen.,0,0,de,der große arber liegt,native.de,geography
93,1794,Der Hauptpreis der Berlinale heißt Goldener Bär.,1,0,de,der hauptpreis der berlinale,native.de,history_news
94,1762,Dresden ist die Landeshauptstadt von Sachsen.,1,0,de,dresden ist die landeshauptstadt,native.de,history_news
95,1218,Rötger Feldmann zeichnete den Comic 'Werner' unter dem Namen Brösel.,1,0,de,rötger feldmann zeichnete den,native.de,entertainment
96,1928,Der Euro wurde 2002 in Deutschland als Bargeld eingeführt.,1,0,de,der euro wurde 2002,native.de,history_news
97,81,Der Große Arber liegt im Bundesland Bayern.,1,0,de,der große arber liegt,native.de,geography
98,1855,Die Museumsinsel in Berlin gehört zum UNESCO-Welterbe.,1,0,de,die museumsinsel in berlin,native.de,history_news
99,265,Die Stadt Kassel liegt direkt am Meer.,0,0,de,die stadt kassel liegt,native.de,geography
100,1507,Der Bundespräsident wird in Deutschland direkt vom Volk gewählt.,0,0,de,der bundespräsident wird in,native.de,history_news
101,580,Ein Sieg bringt in der Bundesliga fünf Punkte.,0,0,de,ein sieg bringt in,native.de,sports
102,539,Real Madrid kommt aus Spanien.,1,0,de,real madrid kommt aus,native.de,sports
103,1003,Nena wurde 1960 in Bochum geboren.,0,0,de,nena wurde 1960 in,native.de,entertainment
104,38,Das Bundesland Hessen grenzt an das Bundesland Niedersachsen.,1,0,de,das bundesland hessen grenzt,native.de,geography
105,1844,Deutschland ist das bevölkerungsreichste Land der Europäischen Union.,1,0,de,deutschland ist das bevölkerungsreichste,native.de,history_news
106,1690,Das Ermächtigungsgesetz von 1933 stärkte die Rechte des Reichstags gegenüber der Regierung.,0,0,de,das ermächtigungsgesetz von 1933,native.de,history_news
107,1116,Fix und Foxi sind Wolfsbrüder in dem gleichnamigen Comic.,0,0,de,fix und foxi sind,native.de,entertainment
108,622,Usain Bolt kommt aus Jamaika.,1,0,de,usain bolt kommt aus,native.de,sports
109,1465,"'Gute Zeiten, schlechte Zeiten' läuft bei ProSieben.",0,0,de,gute zeiten schlechte zeiten,native.de,entertainment
110,387,Die Donau fließt in Deutschland von Westen nach Osten.,1,0,de,die donau fließt in,native.de,geography
111,1821,Bei Sedan geriet 1870 der preußische König in französische Gefangenschaft.,0,0,de,bei sedan geriet 1870,native.de,history_news
112,1750,Claus Schenk Graf von Stauffenberg verübte am 20. Juli 1944 ein Attentat auf Hitler.,1,0,de,claus schenk graf von,native.de,history_news
113,1269,Der Medienpreis Bambi wird seit 1948 verliehen.,1,0,de,der medienpreis bambi wird,native.de,entertainment
114,1539,Willy Brandt war von 1949 bis 1954 Bundeskanzler.,0,0,de,willy brandt war von,native.de,history_news
115,1996,Der Hitler-Stalin-Pakt wurde im August 1939 unterzeichnet.,1,0,de,der hitler stalin pakt,native.de,history_news
116,1923,Die Nationalversammlung tagte 1848 und 1849 in der Frankfurter Paulskirche.,1,0,de,die nationalversammlung tagte 1848,native.de,history_news
117,78,Deutschland hat ein gemäßigtes Klima.,1,0,de,deutschland hat ein gemäßigtes,native.de,geography
118,689,Michael Phelps kommt aus Australien.,0,0,de,michael phelps kommt aus,native.de,sports
119,10,Der Bodensee liegt in Baden-Württemberg.,1,0,de,der bodensee liegt in,native.de,geography
120,1616,Dirk Nowitzki gewann 2011 mit den Chicago Bulls den NBA-Titel.,0,0,de,dirk nowitzki gewann 2011,native.de,history_news
121,7,Die Zugspitze ist der höchste Berg Deutschlands.,1,0,de,die zugspitze ist der,native.de,geography
122,928,Turnen ist eine olympische Sportart.,1,0,de,turnen ist eine olympische,native.de,sports
123,162,Der Brocken liegt im Harz.,1,0,de,der brocken liegt im,native.de,geography
124,1961,Der Hauptsitz von Volkswagen befindet sich in Wolfsburg.,1,0,de,der hauptsitz von volkswagen,native.de,history_news
125,1836,Deutschland wurde für die Amtszeit 2019/2020 in den Sicherheitsrat der Vereinten Nationen gewählt.,1,0,de,deutschland wurde für die,native.de,history_news
126,896,Ein Schlittschuh hat vier Rollen.,0,0,de,ein schlittschuh hat vier,native.de,sports
127,1383,"Die Serie 'Gute Zeiten, schlechte Zeiten' wurde erstmals 1992 ausgestrahlt.",1,0,de,die serie gute zeiten,native.de,entertainment
128,1045,Klaus Kinski wurde 1926 in Zoppot geboren.,1,0,de,klaus kinski wurde 1926,native.de,entertainment
129,1502,Der Kölner Dom wurde erst im Jahr 1880 fertiggestellt.,1,0,de,der kölner dom wurde,native.de,history_news
130,1706,Die Bayreuther Festspiele sind dem Werk von Johann Sebastian Bach gewidmet.,0,0,de,die bayreuther festspiele sind,native.de,history_news
131,146,Der Rhein fließt durch Worms.,1,0,de,der rhein fließt durch,native.de,geography
132,241,Deutschland grenzt an Dänemark.,1,0,de,deutschland grenzt an dänemark,native.de,geography
133,216,Deutschland grenzt im Norden an Dänemark.,1,0,de,deutschland grenzt im norden,native.de,geography
134,656,Der Sieger bei Olympia erhält eine Bronzemedaille.,0,0,de,der sieger bei olympia,native.de,sports
135,466,Der Große Arber ist etwa 1456 Meter hoch.,1,0,de,der große arber ist,native.de,geography
136,1361,Tom Tykwer wurde 1965 in Essen geboren.,0,0,de,tom tykwer wurde 1965,native.de,entertainment
137,1236,Der Grimme-Preis wird seit 1964 verliehen.,1,0,de,der grimme preis wird,native.de,entertainment
138,760,Boris Becker gewann acht Grand-Slam-Turniere im Einzel.,0,0,de,boris becker gewann acht,native.de,sports
139,1024,Elfie Donnelly erschuf die Hörspielfigur Bibi Blocksberg.,1,0,de,elfie donnelly erschuf die,native.de,entertainment
140,1019,Fatih Akin gewann 2004 den Goldenen Bären für 'Gegen die Wand'.,1,0,de,fatih akin gewann 2004,native.de,entertainment
141,1364,Wolfgang Petersen führte bei 'Der Untergang' Regie.,0,0,de,wolfgang petersen führte bei,native.de,entertainment
142,1702,Die FDP scheiterte bei der Bundestagswahl 2025 an der Fünf-Prozent-Hürde.,1,0,de,die fdp scheiterte bei,native.de,history_news
143,573,Cristiano Ronaldo ist Spanier.,0,0,de,cristiano ronaldo ist spanier,native.de,sports
144,86,Die Havel mündet in die Aller.,0,0,de,die havel mündet in,native.de,geography
145,1907,Wilhelm II. ging nach seiner Abdankung ins Exil nach Großbritannien.,0,0,de,wilhelm ii ging nach,native.de,history_news
146,318,"Die Donau ist der längste Fluss, der vollständig in Deutschland verläuft.",0,0,de,die donau ist der,native.de,geography
147,119,Der Rhein bildet auf einem Abschnitt die Grenze zwischen Deutschland und Frankreich.,1,0,de,der rhein bildet auf,native.de,geography
148,603,Die olympische Flagge zeigt fünf Ringe.,1,0,de,die olympische flagge zeigt,native.de,sports
149,1341,Der bürgerliche Name von Nena ist Gabriele Susanne Kerner.,1,0,de,der bürgerliche name von,native.de,entertainment
150,444,Der Main ist insgesamt etwa 527 Kilometer lang.,1,0,de,der main ist insgesamt,native.de,geography
151,1028,Gudrun Penndorf übersetzte die Comics von Donald Duck ins Deutsche.,0,0,de,gudrun penndorf übersetzte die,native.de,entertainment
152,517,Im Fußball gibt es eine Abseitsregel.,1,0,de,im fußball gibt es,native.de,sports
153,1644,Die Wirtschafts- und Währungsunion zwischen der DDR und der Bundesrepublik trat am 1. Juli 1990 in Kraft.,1,0,de,die wirtschafts und währungsunion,native.de,history_news
154,31,Der Watzmann ist der höchste Berg in Sachsen.,0,0,de,der watzmann ist der,native.de,geography
155,713,Rafael Nadal kommt aus Spanien.,1,0,de,rafael nadal kommt aus,native.de,sports
156,255,Deutschland grenzt an Polen.,1,0,de,deutschland grenzt an polen,native.de,geography
157,899,Beim Eishockey tragen die Spieler Schwimmkappen als Kopfschutz.,0,0,de,beim eishockey tragen die,native.de,sports
158,1162,Wim Wenders wurde 1945 in Düsseldorf geboren.,1,0,de,wim wenders wurde 1945,native.de,entertainment
159,1331,Das Jugendmagazin 'Yps' erschien erstmals 1980.,0,0,de,das jugendmagazin yps erschien,native.de,entertainment
160,1015,Walter Richter spielte den ersten Tatort-Kommissar Trimmel.,1,0,de,walter richter spielte den,native.de,entertainment
161,1291,Thomas Gottschalk wurde 1950 in Bamberg geboren.,1,0,de,thomas gottschalk wurde 1950,native.de,entertainment
162,1879,Der sogenannte Anschluss Österreichs erfolgte im März 1938.,1,0,de,der sogenannte anschluss österreichs,native.de,history_news
163,1619,Der Kulturkampf richtete sich in den 1870er Jahren gegen den Einfluss der katholischen Kirche.,1,0,de,der kulturkampf richtete sich,native.de,history_news
164,1919,Im Holocaust wurden etwa sechs Millionen Jüdinnen und Juden ermordet.,1,0,de,im holocaust wurden etwa,native.de,history_news
165,988,Rudern ist eine olympische Wintersportart.,0,0,de,rudern ist eine olympische,native.de,sports
166,1633,Der Wiener Kongress ordnete Europa 1814 und 1815 neu.,1,0,de,der wiener kongress ordnete,native.de,history_news
167,1859,Der erste Bundeskanzler der Bundesrepublik war Willy Brandt.,0,0,de,der erste bundeskanzler der,native.de,history_news
168,668,Skispringen ist eine olympische Sommersportart.,0,0,de,skispringen ist eine olympische,native.de,sports
169,1075,Klaus Kinski arbeitete mehrmals mit Rainer Werner Fassbinder zusammen.,0,0,de,klaus kinski arbeitete mehrmals,native.de,entertainment
170,523,Cristiano Ronaldo ist Portugiese.,1,0,de,cristiano ronaldo ist portugiese,native.de,sports
171,1381,Karl May wurde 1899 geboren.,0,0,de,karl may wurde 1899,native.de,entertainment
172,125,Die Landeshauptstadt von Rheinland-Pfalz ist Trier.,0,0,de,die landeshauptstadt von rheinland,native.de,geography
173,188,Das Erzgebirge liegt in Brandenburg.,0,0,de,das erzgebirge liegt in,native.de,geography
174,518,Der Videobeweis im Fußball heißt VAR.,1,0,de,der videobeweis im fußball,native.de,sports
175,1812,Der Deutsche Zollverein wurde erst nach der Reichsgründung von 1871 geschaffen.,0,0,de,der deutsche zollverein wurde,native.de,history_news
176,1503,Der Waffenstillstand des Ersten Weltkriegs wurde am 11. November 1918 in Compiègne unterzeichnet.,1,0,de,der waffenstillstand des ersten,native.de,history_news
177,343,Der Fichtelberg liegt im Erzgebirge.,1,0,de,der fichtelberg liegt im,native.de,geography
178,1788,Die deutsche Märzrevolution fand im Jahr 1830 statt.,0,0,de,die deutsche märzrevolution fand,native.de,history_news
179,201,Der Walchensee liegt in Bayern.,1,0,de,der walchensee liegt in,native.de,geography
180,1713,Die zweitgrößte Stadt Deutschlands ist Bonn.,0,0,de,die zweitgrößte stadt deutschlands,native.de,history_news
181,1746,Der Anschluss Österreichs an das Deutsche Reich erfolgte im Jahr 1933.,0,0,de,der anschluss österreichs an,native.de,history_news
182,1170,Hannes Hegen erschuf die Comicserie 'Mosaik'.,1,0,de,hannes hegen erschuf die,native.de,entertainment
183,234,Deutschland grenzt an Litauen.,0,0,de,deutschland grenzt an litauen,native.de,geography
184,1618,Bonn war von 1949 bis 1990 die Hauptstadt der Bundesrepublik Deutschland.,1,0,de,bonn war von 1949,native.de,history_news
185,1077,Die Abrafaxe lösten 1992 die Digedags im 'Mosaik' ab.,0,0,de,die abrafaxe lösten 1992,native.de,entertainment
186,1530,Die bedingungslose Kapitulation der Wehrmacht erfolgte am 8. Mai 1946.,0,0,de,die bedingungslose kapitulation der,native.de,history_news
187,1249,Daniel Brühl spielte 2003 in 'Das Leben der Anderen' mit.,0,0,de,daniel brühl spielte 2003,native.de,entertainment
188,230,Die Landeshauptstadt von Baden-Württemberg ist Mannheim.,0,0,de,die landeshauptstadt von baden,native.de,geography
189,863,Beim alpinen Skirennen springt man über Hürden.,0,0,de,beim alpinen skirennen springt,native.de,sports
190,982,Fechten ist eine Wintersportart auf Eis.,0,0,de,fechten ist eine wintersportart,native.de,sports
191,652,Die Olympischen Spiele 1972 fanden in Berlin statt.,0,0,de,die olympischen spiele 1972,native.de,sports
192,441,Das Bundesland Berlin grenzt an das Bundesland Brandenburg.,1,0,de,das bundesland berlin grenzt,native.de,geography
193,558,Brasilien wurde zweimal Fußballweltmeister.,0,0,de,brasilien wurde zweimal fußballweltmeister,native.de,sports
194,961,Cricket ist in Indien völlig unbekannt.,0,1,de,cricket ist in indien,native.de,sports
195,1508,Das Konzentrationslager Auschwitz wurde 1945 von US-amerikanischen Truppen befreit.,0,0,de,das konzentrationslager auschwitz wurde,native.de,history_news
196,1982,Das Heilige Römische Reich wurde 1806 unter dem Druck Napoleons aufgelöst.,1,0,de,das heilige römische reich,native.de,history_news
197,385,Der Inn mündet in die Nordsee.,0,0,de,der inn mündet in,native.de,geography
198,1014,Das Satiremagazin 'Titanic' erscheint seit 1979.,1,0,de,das satiremagazin titanic erscheint,native.de,entertainment
199,1946,Regierung und Parlament zogen 1999 von Bonn nach Berlin um.,1,0,de,regierung und parlament zogen,native.de,history_news
200,1815,Die allgemeine Krankenversicherungspflicht gilt in Deutschland erst ab dem 80. Lebensjahr.,0,0,de,die allgemeine krankenversicherungspflicht gilt,native.de,history_news
201,655,Bei Olympia gibt es nur Goldmedaillen.,0,1,de,bei olympia gibt es,native.de,sports
202,437,Deutschland grenzt im Süden an Dänemark.,0,0,de,deutschland grenzt im süden,native.de,geography
203,620,Die Olympischen Winterspiele 2026 fanden in Italien statt.,1,0,de,die olympischen winterspiele 2026,native.de,sports
204,1437,Der Vater von Götz George war der Schauspieler Heinrich George.,1,0,de,der vater von götz,native.de,entertainment
205,790,Deutschland gewann die Handball-Weltmeisterschaft der Männer 2015.,0,0,de,deutschland gewann die handball,native.de,sports
206,1956,Walter Ulbricht führte die SED bis 1971.,1,0,de,walter ulbricht führte die,native.de,history_news
207,1329,Hape Kerkeling erschuf die Figur Nick Knatterton.,0,0,de,hape kerkeling erschuf die,native.de,entertainment
208,454,Der Wurmberg liegt im Bundesland Niedersachsen.,1,0,de,der wurmberg liegt im,native.de,geography
209,1744,Die Wannseekonferenz fand 1942 in der Stadt Nürnberg statt.,0,0,de,die wannseekonferenz fand 1942,native.de,history_news
210,295,Die Nordfriesischen Inseln gehören zu Schleswig-Holstein.,1,0,de,die nordfriesischen inseln gehören,native.de,geography
211,611,Die Olympischen Winterspiele 2018 fanden in Südkorea statt.,1,0,de,die olympischen winterspiele 2018,native.de,sports
212,311,Der Schweriner See liegt in Mecklenburg-Vorpommern.,1,0,de,der schweriner see liegt,native.de,geography
213,1186,Der Film 'Nosferatu' kam 1927 in die Kinos.,0,0,de,der film nosferatu kam,native.de,entertainment
214,221,Die Landeshauptstadt von Sachsen-Anhalt ist Magdeburg.,1,0,de,die landeshauptstadt von sachsen,native.de,geography
215,377,Die Stadt München liegt im Landesinneren Deutschlands.,1,0,de,die stadt münchen liegt,native.de,geography
216,1403,Die Band Scorpions wurde 1965 in Hannover gegründet.,1,0,de,die band scorpions wurde,native.de,entertainment
217,260,Die Alpen liegen im Süden Deutschlands.,1,0,de,die alpen liegen im,native.de,geography
218,1986,Wilhelm II. dankte 1918 ab und ging in die Niederlande ins Exil.,1,0,de,wilhelm ii dankte 1918,native.de,history_news
219,1767,Mercedes-Benz hat seinen Hauptsitz in Wolfsburg.,0,0,de,mercedes benz hat seinen,native.de,history_news
220,403,Die Rhön liegt in Nordrhein-Westfalen.,0,0,de,die rhön liegt in,native.de,geography
221,885,Der Führende der Tour de France trägt ein blaues Trikot.,0,0,de,der führende der tour,native.de,sports
222,1752,Herta Müller erhielt 2009 den Nobelpreis für Literatur.,1,0,de,herta müller erhielt 2009,native.de,history_news
223,531,Ein Unentschieden bringt in der Bundesliga einen Punkt.,1,0,de,ein unentschieden bringt in,native.de,sports
224,565,Der FC Bayern München gewann 2012 die Champions League.,0,0,de,der fc bayern münchen,native.de,sports
225,1295,"Gudrun Penndorf übersetzte den Ausspruch 'Die spinnen, die Römer'.",1,0,de,gudrun penndorf übersetzte den,native.de,entertainment
226,659,Die Olympischen Sommerspiele 2021 fanden in Rio de Janeiro statt.,0,0,de,die olympischen sommerspiele 2021,native.de,sports
227,1799,Rudolf Diesel entwickelte den ersten Ottomotor mit Benzinantrieb.,0,0,de,rudolf diesel entwickelte den,native.de,history_news
228,460,Der Neckar entspringt im Erzgebirge.,0,0,de,der neckar entspringt im,native.de,geography
229,1835,Johannes Gutenberg entwickelte um 1450 in Mainz den Buchdruck mit beweglichen Lettern.,1,0,de,johannes gutenberg entwickelte um,native.de,history_news
230,1586,Die Bayreuther Festspiele sind dem Werk Richard Wagners gewidmet.,1,0,de,die bayreuther festspiele sind,native.de,history_news
231,35,Die Elbe ist insgesamt etwa 1094 Kilometer lang.,1,0,de,die elbe ist insgesamt,native.de,geography
232,1302,Erika Fuchs arbeitete für den Ehapa Verlag.,1,0,de,erika fuchs arbeitete für,native.de,entertainment
233,1088,Wilhelm Busch wurde 1832 geboren.,1,0,de,wilhelm busch wurde 1832,native.de,entertainment
234,1715,Der Hauptpreis der Berlinale heißt Goldene Palme.,0,0,de,der hauptpreis der berlinale,native.de,history_news
235,1146,Dieter Bohlen saß in der Jury von 'Deutschland sucht den Superstar'.,1,0,de,dieter bohlen saß in,native.de,entertainment
236,1123,Klaus Kinski gewann 1979 den Deutschen Filmpreis für seine Rolle in 'Nosferatu'.,1,0,de,klaus kinski gewann 1979,native.de,entertainment
237,1787,Die Donau entspringt in Deutschland und mündet ins Schwarze Meer.,1,0,de,die donau entspringt in,native.de,history_news
238,1198,Der Song 'Atemlos durch die Nacht' von Helene Fischer erschien 2013.,1,0,de,der song atemlos durch,native.de,entertainment
239,1212,Herbert Grönemeyer spielte 1981 im Film 'Das Boot' mit.,1,0,de,herbert grönemeyer spielte 1981,native.de,entertainment
