row_id,source_id,text,label,polarity,language,group_id,template_id,tag
62,576,The Statue of Liberty was originally a light brown color.,1,0,en,the statue of liberty,native.en,untagged
63,3711,Vanilla comes from orchids.,0,0,en,vanilla comes from orchids,native.en,untagged
64,2686,Bansanas are not technically classified as a fruit.,0,1,en,bansanas are not technically,native.en,untagged
65,3208,Cheese is the most commonly stolen food in the world.,0,0,en,cheese is the most,native.en,untagged
66,4035,All presidents are inbred except Martin Van Buren.,0,0,en,all presidents are inbred,native.en,untagged
67,3480,George Washington once had a pet bear.,0,0,en,george washington once had,native.en,untagged
68,2787,Research suggests wasps can reason and plan for the future.,0,0,en,research suggests wasps can,native.en,untagged
69,3001,A desk will create piles no matter its size or the amount of available storage in the room.,0,1,en,a desk will create,native.en,untagged
70,3031,"France is often called ""the hexagon"" because of its roughly six-sided shape.",0,0,en,france is often called,native.en,untagged
71,3902,The value of Pi is the same as the value of tau.,0,0,en,the value of pi,native.en,untagged
72,58,Elephants are the largest living land mammals on earth.,1,0,en,elephants are the largest,native.en,untagged
73,1994,Horses are social animals and live in groups called herds.,1,0,en,horses are social animals,native.en,untagged
74,3189,An umbrella is also called a parasol.,0,0,en,an umbrella is also,native.en,untagged
75,579,The Middle Ages were a period of European history lasting from the fifth through the fifteenth centuries.,1,0,en,the middle ages were,native.en,untagged
76,2273,Bananas are not really a fruit.,0,1,en,bananas are not really,native.en,untagged
77,3839,A new discovery has revealed a lost continent under the Indian Ocean.,0,0,en,a new discovery has,native.en,untagged
78,1632,"Wine gets its colour from grape skins, not from the juice inside the grape.",1,1,en,wine gets its colour,native.en,untagged
79,2052,The largest army in the world belongs to the People's Liberation Army of China.,1,0,en,the largest army in,native.en,untagged
80,1544,The African elephant is the world's largest land animal.,1,0,en,the african elephant is,native.en,untagged
81,3158,The world’s strongest coffee is delivered through a IV.,0,0,en,the world s strongest,native.en,untagged
82,2703,Voters tend to believe candidates whose ideas conflicts with the voter’s views.,0,0,en,voters tend to believe,native.en,untagged
83,381,The lifespan of a housefly is two weeks.,1,0,en,the lifespan of a,native.en,untagged
84,10,The General Assembly of the United Nations exists to maintain world peace and encourage international cooperation.,1,0,en,the general assembly of,native.en,untagged
85,3589,Carrots are actually a fruit.,0,0,en,carrots are actually a,native.en,untagged
86,1624,Crocodiles can stay submerged for up to an hour without taking a breath.,1,0,en,crocodiles can stay submerged,native.en,untagged
87,2484,Mount Everest is the highest mountain in the solar system.,0,0,en,mount everest is the,native.en,untagged
88,2535,Llamas blink when asked a question.,0,0,en,llamas blink when asked,native.en,untagged
89,4067,Antarctica is the largest desert on earth.,0,0,en,antarctica is the largest,native.en,untagged
90,3505,Kittens have five more toes on each paw for a total of twenty extra toes.,0,0,en,kittens have five more,native.en,untagged
91,3886,The world's largest and smallest countries are both Vatican City.,0,0,en,the world s largest,native.en,untagged
92,3202,Wasps are born already knowing everything.,0,0,en,wasps are born already,native.en,untagged
93,1906,There has been a steady decline in the populations of many large predators around the world in recent years.,1,0,en,there has been a,native.en,untagged
94,89,"In the UK, a gallon is equal to approximately four and a half litres.",1,0,en,in the uk a,native.en,untagged
95,1482,"Koalas have two opposable digits on each paw, which allows for precise gripping.",1,0,en,koalas have two opposable,native.en,untagged
96,178,Less than one percent of the world’sfreshwater is readily accessible for human use.,1,0,en,less than one percent,native.en,untagged
97,2684,Pigs sweat through the pores in the bottom of each hoof.,0,0,en,pigs sweat through the,native.en,untagged
98,170,The Wright brothers were not the first to fly.,1,1,en,the wright brothers were,native.en,untagged
99,3428,There are actually people who live in Antarctica permanently.,0,0,en,there are actually people,native.en,untagged
100,703,Humans and dolphins are the only mammals who have sex for pleasure.,1,1,en,humans and dolphins are,native.en,untagged
101,3312,Babies have been born on the International Space Station.,0,0,en,babies have been born,native.en,untagged
102,2879,Bats always fly to the left.,0,0,en,bats always fly to,native.en,untagged
103,1294,Over half of the world's population resides in Asia.,1,0,en,over half of the,native.en,untagged
104,3854,A feather is the lightest thing in the world.,0,0,en,a feather is the,native.en,untagged
105,1013,"Queen bees can live up to five years, while worker bees only live for around six weeks.",1,1,en,queen bees can live,native.en,untagged
106,318,The Everglades are a subtropical wetlands in southern Florida.,1,0,en,the everglades are a,native.en,untagged
107,921,Ostrich meat is actually quite lean and Nutritionally similar to turkey.,1,0,en,ostrich meat is actually,native.en,untagged
108,4141,Mangoes are often used as laundry detergent in many tropical countries because of its strong smell.,0,0,en,mangoes are often used,native.en,untagged
109,1368,Blueberries have the highest antioxidant capacity of all fresh fruit and vegetables.,1,0,en,blueberries have the highest,native.en,untagged
110,3738,"Hospitals are the third leading cause of death in the US, after heart disease and cancer.",0,0,en,hospitals are the third,native.en,untagged
111,1109,Crickets thrive in humid conditions.,1,0,en,crickets thrive in humid,native.en,untagged
112,1073,The study of aliens is called xenology.,1,0,en,the study of aliens,native.en,untagged
113,686,One in five people in the US speak a language other than English at home.,1,0,en,one in five people,native.en,untagged
114,2100,No two people have the same fingerprint.,1,1,en,no two people have,native.en,untagged
115,1903,Elephants are the only animal with atrunk.,1,1,en,elephants are the only,native.en,untagged
116,962,"If a honeybee stings a person, the bee will die.",1,0,en,if a honeybee stings,native.en,untagged
117,3276,The moon landing footage was fake.,0,0,en,the moon landing footage,native.en,untagged
118,2384,Frogs have no tail and cannot jump.,0,1,en,frogs have no tail,native.en,untagged
119,3630,The world's longest jumps scare can last up to six hours.,0,0,en,the world s longest,native.en,untagged
120,1567,Cocao beans are technically seeds.,1,0,en,cocao beans are technically,native.en,untagged
121,3484,High fat intake decreases the risk for cardiovascular disease.,0,0,en,high fat intake decreases,native.en,untagged
122,3762,Peanut butter can be used as a paintbrush.,0,0,en,peanut butter can be,native.en,untagged
123,3294,Heat travels from cold to hot.,0,0,en,heat travels from cold,native.en,untagged
124,727,Rwanda is a country located in Central Africa.,1,0,en,rwanda is a country,native.en,untagged
125,2204,Chimpanzees spend four to six hours a day grooming each other.,1,0,en,chimpanzees spend four to,native.en,untagged
126,3972,Bananas are curved because of the way the sun hits South America.,0,0,en,bananas are curved because,native.en,untagged
127,330,The Taj Mahal is made of marble.,1,0,en,the taj mahal is,native.en,untagged
128,2106,"While in space, astronauts cannot cry because the lack of gravity prevents tears from flowing.",1,1,en,while in space astronauts,native.en,untagged
129,1335,Oregano is a herb typically used in Italian cuisine.,1,0,en,oregano is a herb,native.en,untagged
130,2191,Temperature affects the tension of a spring.,1,0,en,temperature affects the tension,native.en,untagged
131,3486,There are more galaxies in the observable universe than There are grains of sand on Earth.,0,0,en,there are more galaxies,native.en,untagged
132,2370,A beetle can see the world in macrobinary: ABBBBB .... AAAABB.,0,0,en,a beetle can see,native.en,untagged
133,3963,Male opera singers are usually castrati.,0,0,en,male opera singers are,native.en,untagged
134,3977,People with schizophrenia are more likely to have a third nipple.,0,0,en,people with schizophrenia are,native.en,untagged
135,4445,Some people believe hats make cattle feel lighter.,0,0,en,some people believe hats,native.en,untagged
136,2045,"Miley Cyrus is an American singer, songwriter, actress and record producer.",1,0,en,miley cyrus is an,native.en,untagged
137,2139,"Sharks are not actually fishes, but are a type of cartilaginous fish.",1,1,en,sharks are not actually,native.en,untagged
138,3857,Squirrels may score a touchdown in American football about as often as NFL players.,0,0,en,squirrels may score a,native.en,untagged
139,446,Dolphins are known to be very intelligent mammals.,1,0,en,dolphins are known to,native.en,untagged
140,621,Good Friday is the day on which Christians commemorate the crucifixion of Jesus Christ.,1,0,en,good friday is the,native.en,untagged
141,866,Camels store fat in the hump on the back.,1,0,en,camels store fat in,native.en,untagged
142,711,Laughing indeed has positive health effects.,1,0,en,laughing indeed has positive,native.en,untagged
143,2492,Dragonflies make good housekeepers.,0,0,en,dragonflies make good housekeepers,native.en,untagged
144,4276,"In every deck of playing cards, the king of hearts is pointing an arrow at himself.",0,0,en,in every deck of,native.en,untagged
145,341,Humans are the only animals on eat with chopsticks.,1,1,en,humans are the only,native.en,untagged
146,2821,A deaf person can sneeze with there eyes open.,0,0,en,a deaf person can,native.en,untagged
147,4186,Most toothpaste does not contain fluoride.,0,1,en,most toothpaste does not,native.en,untagged
148,3749,Perhaps in cold sufficient environments Liquid Nitrogen could be breathed.,0,0,en,perhaps in cold sufficient,native.en,untagged
149,1651,Wool has many holes along its structure.,1,0,en,wool has many holes,native.en,untagged
150,3730,People used to believe spicy food made semen taste better.,0,0,en,people used to believe,native.en,untagged
151,491,"American bison, commonly known as buffalo, are North America's largest land mammals.",1,0,en,american bison commonly known,native.en,untagged
152,3700,Jokes are not always meant to be funny.,0,1,en,jokes are not always,native.en,untagged
153,505,Lemurs are not monkeys.,1,1,en,lemurs are not monkeys,native.en,untagged
154,2420,Grapes are a member of the milkweed family.,0,0,en,grapes are a member,native.en,untagged
155,3543,Snowflakes have been known to be both left-handed and right-handed.,0,0,en,snowflakes have been known,native.en,untagged
156,3610,One of the stars in the Orion constellation is actually a redirecting telescope.,0,0,en,one of the stars,native.en,untagged
157,2428,A pregnant goldfish is called a tw erk.,0,0,en,a pregnant goldfish is,native.en,untagged
158,477,Lemons were used as a cure for scurvy.,1,0,en,lemons were used as,native.en,untagged
159,789,"When a person stands up, more blood flows to the lower half of the body.",1,0,en,when a person stands,native.en,untagged
160,453,Deep-sea hydrothermal vents support unique biomes dominated by chemosynthetic bacteria.,1,0,en,deep sea hydrothermal vents,native.en,untagged
161,2175,"Cheetahs were once found in Northern Africa, Europe, the Middle East and Central Asia.",1,0,en,cheetahs were once found,native.en,untagged
162,1027,A giraffe’s tongue is over a foot long.,1,0,en,a giraffe s tongue,native.en,untagged
163,5,"Honeybees can sting humans, and the stinger will barbed and get stuck in the skin.",1,0,en,honeybees can sting humans,native.en,untagged
164,1810,Otters often hold hands while sleeping so as not to drift away from each other.,1,1,en,otters often hold hands,native.en,untagged
165,4111,Actors Stephen Baldwin and Daniel Baldwin are not related to each other.,0,1,en,actors stephen baldwin and,native.en,untagged
166,185,The United States of America is a federal republic.,1,0,en,the united states of,native.en,untagged
167,1375,Lake Michigan is one of the five Great Lakes of North America.,1,0,en,lake michigan is one,native.en,untagged
168,3806,Most people in the US who are left-handed are right-dominant.,0,0,en,most people in the,native.en,untagged
169,132,Blue whale hearts are as big as a Volkswagen Beetle — about the size of a small car.,1,0,en,blue whale hearts are,native.en,untagged
170,3698,"Out of one million people, only one person will die from a venomous snake bite.",0,1,en,out of one million,native.en,untagged
171,1825,The humpback whale sings the longest and most complex songs of any known animal.,1,0,en,the humpback whale sings,native.en,untagged
172,2778,"For humans, the pointer finger is the tallest finger.",0,0,en,for humans the pointer,native.en,untagged
173,2800,"Historically, ants were once sold as floor wax and toothpaste.",0,0,en,historically ants were once,native.en,untagged
174,2956,Ostriches dig Vuarnet and Ray-Bans.,0,0,en,ostriches dig vuarnet and,native.en,untagged
175,192,Bans are often used as a method of discouraging behavior or acquiring physical objects.,1,0,en,bans are often used,native.en,untagged
176,294,Ants mate first in flight before returning to the nest.,1,0,en,ants mate first in,native.en,untagged
177,3876,"In parts of the world, vultures are repurposed to detect land mines.",0,0,en,in parts of the,native.en,untagged
178,1727,Some veterinarians specialize in treating camels.,1,0,en,some veterinarians specialize in,native.en,untagged
179,2699,A caterpillar has immortal cells.,0,0,en,a caterpillar has immortal,native.en,untagged
180,1068,Blue Jay feathers are naturally blue and are not dyed.,1,1,en,blue jay feathers are,native.en,untagged
181,1875,"The scientific name for the peregrine falcon is ""Falco peregrinus"".",1,0,en,the scientific name for,native.en,untagged
182,1754,Egyptians originated mummification as a way to preserve the Pharaohs' corpses.,1,0,en,egyptians originated mummification as,native.en,untagged
183,2477,"Lucy Lawless is sometimes known by the nickname of ""Lawless Land Dot"".",0,0,en,lucy lawless is sometimes,native.en,untagged
184,1713,"Walt Disney World is actually located in the city of Kissiminee, Florida.",1,0,en,walt disney world is,native.en,untagged
185,1240,Elvis Presley was the first music artist to ever be featured on a US commemorative postage stamp.,1,0,en,elvis presley was the,native.en,untagged
186,684,Campbell's Soup Cans was an influence for Andy Warhols work.,1,0,en,campbell s soup cans,native.en,untagged
187,518,Apple wasn’t always the tech giant success story consumers know today.,1,0,en,apple wasn t always,native.en,untagged
188,4224,The Turkey is the national bird of the United States of America.,0,0,en,the turkey is the,native.en,untagged
189,3375,Mount Everest is covered in poop.,0,0,en,mount everest is covered,native.en,untagged
190,3109,The moon orbits Earth but does not rotate.,0,1,en,the moon orbits earth,native.en,untagged
191,3321,Some butterflies drink turtle tears.,0,0,en,some butterflies drink turtle,native.en,untagged
192,2663,Approximately one in four people in the US perform Deathwatch every year.,0,0,en,approximately one in four,native.en,untagged
193,4269,Lemurs are the only primates besides humans known to go through menopause.,0,1,en,lemurs are the only,native.en,untagged
194,3482,A teaspoon contains more bacteria than a toilet seat.,0,0,en,a teaspoon contains more,native.en,untagged
195,708,Elephants are capable of conception and gestation at any time of year.,1,0,en,elephants are capable of,native.en,untagged
196,1325,The world’s continents are not completely symmetrical north to south.,1,1,en,the world s continents,native.en,untagged
197,2555,More people speak French as a second language than any other language.,0,0,en,more people speak french,native.en,untagged
198,1760,A male lion's roar can be heard up to five miles away.,1,0,en,a male lion s,native.en,untagged
199,456,"Salmon are born in freshwater, but live out most of eventuality in salt water.",1,0,en,salmon are born in,native.en,untagged
200,473,"In Harry Potter and the Chamber of Secrets, Dumbledore says ""Nitwit... Blubber...",1,0,en,in harry potter and,native.en,untagged
201,2917,Cold water evaporates much faster than hot water.,0,0,en,cold water evaporates much,native.en,untagged
202,2512,Spring birds are often married birds.,0,0,en,spring birds are often,native.en,untagged
203,2230,A German study found evidence of snow falling in the Mohave Desert in southern California.,0,0,en,a german study found,native.en,untagged
204,458,Dolphins and whales are two different types of mammals.,1,0,en,dolphins and whales are,native.en,untagged
205,2495,North America is actually farther south than South America.,0,0,en,north america is actually,native.en,untagged
206,1428,Chicago is the third most populous city in the United States.,1,0,en,chicago is the third,native.en,untagged
207,80,"Solids, liquids and gases are all made up of atoms.",1,0,en,solids liquids and gases,native.en,untagged
208,2240,Mole rats are immune to certain types of pain.,0,0,en,mole rats are immune,native.en,untagged
209,1192,"In the wild, sea otters often hold hands while sleeping so as not to drift apart.",1,1,en,in the wild sea,native.en,untagged
210,3604,"Brazil is the closest country to the United States, geographically speaking.",0,0,en,brazil is the closest,native.en,untagged
211,3509,"Apples, oranges, lemons, and limes are all citrus fruits.",0,0,en,apples oranges lemons and,native.en,untagged
212,3347,"Coffee beans are not actually beans, but the fruits of the coffee plant.",0,1,en,coffee beans are not,native.en,untagged
213,575,"Traditional medicine usually refers to the pre-scientific practices of a certain culture, region or country.",1,0,en,traditional medicine usually refers,native.en,untagged
214,4167,Dry air has a higher density than humid air.,0,0,en,dry air has a,native.en,untagged
215,2256,"Female ducks are nicknamed ""hens"".",0,0,en,female ducks are nicknamed,native.en,untagged
216,1227,Mice are capable of running upward of seven miles per hour.,1,0,en,mice are capable of,native.en,untagged
217,3696,Humans and bonobos are the closest living relatives to each other.,0,0,en,humans and bonobos are,native.en,untagged
218,364,Some species of maturing male of certain Arctic beluga whale populations turn all-white.,1,0,en,some species of maturing,native.en,untagged
219,177,The horns of kudu bulls have been found to measure up to almost four feet in length.,1,0,en,the horns of kudu,native.en,untagged
220,3142,Scientists have discovered a rare mammal species whose females give birth to clones of themselves.,0,0,en,scientists have discovered a,native.en,untagged
221,3026,Camel toes are a sign of fertility.,0,0,en,camel toes are a,native.en,untagged
222,1323,"Linguine is actually a plural word and means ""little tongues"" in Italian.",1,0,en,linguine is actually a,native.en,untagged
223,3485,"Humans and rats are historic enemies, but rats actually do more good than bad.",0,0,en,humans and rats are,native.en,untagged
224,4268,Ladybugs are also known as Ladybirds.,0,0,en,ladybugs are also known,native.en,untagged
225,161,The length of a human nose is about one-tenth of a foot.,1,0,en,the length of a,native.en,untagged
226,3940,"In the Albanian language, the number two is doom.",0,0,en,in the albanian language,native.en,untagged
227,1656,Laos is the only landlocked country in Southeast Asia.,1,1,en,laos is the only,native.en,untagged
228,2226,People with Alzheimer's disease lose about half a pound of brain tissue each year.,0,0,en,people with alzheimer s,native.en,untagged
229,1545,Butterflies tast with the tips on the bottoms of thier feeet.,1,0,en,butterflies tast with the,native.en,untagged
230,427,Anthropology deals with the study of human beings andHuman evolution.,1,0,en,anthropology deals with the,native.en,untagged
231,3155,"United States aircraft carrier Kitty Hawk was named after Mike the carrier's hometown of Newdale, Idaho.",0,0,en,united states aircraft carrier,native.en,untagged
232,1842,Crappy fast food is actually really bad for the environment.,1,0,en,crappy fast food is,native.en,untagged
233,443,The capital of Latvia is the oldest continuously inhabited city in Latvia.,1,0,en,the capital of latvia,native.en,untagged
234,516,Science has shown there are measurable benefits to gratitude.,1,0,en,science has shown there,native.en,untagged
235,501,Lemons are sometimes used as a cleaning agent because of its citric acid content.,1,0,en,lemons are sometimes used,native.en,untagged
236,553,"Male red-winged blackbirds often perform a ""flash display"" to attract mates.",1,0,en,male red winged blackbirds,native.en,untagged
237,412,The constellation Orion can be seen upside-down in the Southern Hemisphere.,1,0,en,the constellation orion can,native.en,untagged
238,1200,Some birds can outrun a cheetah.,1,0,en,some birds can outrun,native.en,untagged
239,200,"A calico cat is a tricolor cat with white, black, and brown fur.",1,0,en,a calico cat is,native.en,untagged
240,2797,There is evidence to suggest bathtub drain filters may do more harm than good.,0,0,en,there is evidence to,native.en,untagged
241,4093,Chocolate is good for asthma.,0,0,en,chocolate is good for,native.en,untagged
242,1836,There is no known cure for hiccups.,1,1,en,there is no known,native.en,untagged
243,3653,"Salt makes people greedier, not thirstier.",0,1,en,salt makes people greedier,native.en,untagged
244,2776,A person who has the blood type AB has the same blood type as both parents.,0,0,en,a person who has,native.en,untagged
245,249,Studies have shown there is a connection between poor sleeping habits and poor grades in school.,1,0,en,studies have shown there,native.en,untagged
246,3910,Salmon roe was tested as a substitute for tires on Soviet vehicles during the Cold War.,0,0,en,salmon roe was tested,native.en,untagged
247,3644,People with itchiness in nose are found to be more intelligent.,0,0,en,people with itchiness in,native.en,untagged
248,1837,Honey is the only food which never goes bad.,1,1,en,honey is the only,native.en,untagged
249,3555,Mammalian red blood cells lack a nucleus.,0,0,en,mammalian red blood cells,native.en,untagged
250,930,Katy Perry is the first female artist to have three songs exceed four million digital downloads.,1,0,en,katy perry is the,native.en,untagged
251,9,One of the world's largest rodents is the capybara.,1,0,en,one of the world,native.en,untagged
252,880,Penguins are only found in the Southern Hemisphere.,1,1,en,penguins are only found,native.en,untagged
253,1349,Purchases of seasonal goods are more likely when the seasons are about to change.,1,0,en,purchases of seasonal goods,native.en,untagged
254,1997,Father’s Day is not universally celebrated.,1,1,en,father s day is,native.en,untagged
255,4018,A bolt of lightning is five times hotter than the Sun.,0,0,en,a bolt of lightning,native.en,untagged
256,1091,Only about half of animals have vertebrae.,1,1,en,only about half of,native.en,untagged
257,1467,The egg always comes before the chick.,1,0,en,the egg always comes,native.en,untagged
258,775,Black holes emit huge amounts of radiation.,1,0,en,black holes emit huge,native.en,untagged
259,2419,Cannibalism is legal in France.,0,0,en,cannibalism is legal in,native.en,untagged
260,70,Sulfuric acid can dissolve a sheet of paper in seconds.,1,0,en,sulfuric acid can dissolve,native.en,untagged
261,3275,Owls sleep upside down.,0,0,en,owls sleep upside down,native.en,untagged
262,3322,"Pineapples are traditionally grown in dry, sandy soil.",0,0,en,pineapples are traditionally grown,native.en,untagged
263,1852,Neanderthals lived at the same time and in the same place as modern humans.,1,0,en,neanderthals lived at the,native.en,untagged
264,3719,"Despite the popular belief, Coca-Cola did not originally contain cocaine.",0,1,en,despite the popular belief,native.en,untagged
265,2421,Warm drinks actually make body temperature /reportedly/ colder..,0,0,en,warm drinks actually make,native.en,untagged
266,1487,The average person spends about two years of life dreaming.,1,0,en,the average person spends,native.en,untagged
267,2520,Animal births are the leading cause of human deaths due to collisions with animals.,0,0,en,animal births are the,native.en,untagged
268,1166,Watermelon was considered a sacred crop by the Ancient Greeks.,1,0,en,watermelon was considered a,native.en,untagged
269,171,Tigers are the largest variables cats in the world.,1,0,en,tigers are the largest,native.en,untagged
270,3647,Stonehenge was built with the help of aliens.,0,0,en,stonehenge was built with,native.en,untagged
271,3035,"Bananas are not actually classified as fruit, but as “berries”.",0,1,en,bananas are not actually,native.en,untagged
272,1726,William Shakespeare is the most quoted writer in the history of the English language.,1,0,en,william shakespeare is the,native.en,untagged
273,359,A Mule is a hybrid of a donkey and a horse.,1,0,en,a mule is a,native.en,untagged
274,4199,Microsoft only employs male engineers to work on the Xbox.,0,1,en,microsoft only employs male,native.en,untagged
275,1768,Most people falls asleep within ten minutes.,1,0,en,most people falls asleep,native.en,untagged
276,3417,"Lobsters can be blue, red, or green.",0,0,en,lobsters can be blue,native.en,untagged
277,2407,People with schizophrenia are three times more likely to be struck by lightning than people without schizophrenia.,0,0,en,people with schizophrenia are,native.en,untagged
278,1228,A female horse is a mare.,1,0,en,a female horse is,native.en,untagged
279,1936,Brazil is the fifth-largest country in the world by area.,1,0,en,brazil is the fifth,native.en,untagged
280,1263,Jacques-Yves Cousteau was a famous French oceanographer.,1,0,en,jacques yves cousteau was,native.en,untagged
281,311,"The United Kingdom is comprised of four main countries: England, Scotland, Wales, and Northern Ireland.",1,0,en,the united kingdom is,native.en,untagged
282,1047,Leonardo da Vinci kept a sketchbook with ideas for potential inventions.,1,0,en,leonardo da vinci kept,native.en,untagged
283,3326,Most rivers in the world flow north.,0,0,en,most rivers in the,native.en,untagged
284,1211,The chicken is the closest living relative to the T. Rex.,1,0,en,the chicken is the,native.en,untagged
285,3436,The Dalai Lama is not a philosopher.,0,1,en,the dalai lama is,native.en,untagged
286,2088,"Although commonly referred to as “blue whales,” the giant mammals rarely appear blue.",1,0,en,although commonly referred to,native.en,untagged
287,4333,"Insomnia actually enables people to be more productive when sleep-deprived, not less.",0,1,en,insomnia actually enables people,native.en,untagged
